account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,area_code_area_code_415,area_code_area_code_510
137,0,0,0,115.5,101,81,19.23,179.1,123,4,3.67,0,0,1,0
72,0,0,0,196.5,88,129,13.48,269.3,118,3,1.84,0,0,1,0
128,0,0,0,179.4,94,92,22.98,191.0,88,4,2.13,0,0,1,0
128,0,0,0,216.0,111,115,13.06,227.0,74,4,3.43,1,0,1,0
79,0,0,0,220.9,107,97,16.34,161.0,74,2,3.29,1,0,0,1
89,0,0,0,303.9,95,114,22.18,312.1,89,3,1.43,1,1,0,1
136,1,0,0,256.8,90,104,19.56,143.6,82,10,2.46,3,0,0,1
55,0,1,28,222.5,134,106,15.11,194.6,90,4,2.62,2,0,1,0
138,0,1,28,151.0,59,122,22.91,179.4,116,9,2.4,0,0,1,0
122,0,1,23,134.2,85,132,19.32,122.4,96,2,2.3,2,0,0,0
116,0,0,0,159.4,79,88,15.26,167.8,71,2,2.62,6,1,0,0
44,0,0,0,189.7,122,72,15.21,244.7,93,5,2.65,0,0,0,1
138,1,1,28,211.2,117,98,26.56,178.0,118,2,2.89,3,1,1,0
155,1,0,0,163.1,94,108,24.79,96.4,111,3,3.02,0,0,0,0
105,0,0,0,259.3,96,97,14.89,222.4,36,5,3.24,3,0,1,0
133,0,0,0,143.8,71,131,15.64,275.5,132,4,3.48,3,0,1,0
73,0,0,0,187.8,95,143,12.68,201.4,113,4,2.97,2,0,0,0
172,0,1,47,274.9,102,118,15.86,245.0,123,2,2.38,1,0,0,0
155,1,1,38,234.6,84,119,18.27,196.7,69,2,2.16,1,1,0,1
79,0,1,34,103.7,100,78,20.09,256.6,102,4,4.0,2,0,1,0
102,0,0,0,174.5,79,136,20.13,270.4,110,5,2.3,0,0,0,1
136,0,1,19,174.0,96,126,18.46,220.3,97,3,3.08,1,0,0,1
87,0,1,39,82.6,113,63,19.07,163.6,88,1,2.57,3,0,0,1
97,0,0,0,245.2,109,152,14.07,159.2,96,8,2.46,1,0,1,0
87,0,0,0,177.2,72,105,21.16,200.8,87,7,2.32,3,0,1,0
69,0,1,37,155.0,98,105,12.1,143.7,117,4,1.59,1,0,1,0
87,0,1,30,262.8,114,130,18.34,154.8,88,2,2.11,0,0,0,0
132,0,0,0,99.5,110,80,10.97,125.1,124,3,2.62,0,0,0,1
66,0,0,0,146.4,107,99,16.7,230.1,106,2,2.11,1,0,1,0
169,0,0,0,147.2,115,123,13.76,142.1,103,6,1.94,3,0,0,0
87,0,0,0,184.5,81,103,14.62,183.4,96,3,3.7,3,0,0,1
158,0,0,0,158.0,106,114,24.86,241.1,89,4,2.46,1,0,1,0
101,1,0,0,193.7,108,98,15.86,223.0,100,8,3.13,0,0,1,0
124,0,0,0,158.6,104,77,17.95,179.3,104,8,2.75,3,0,1,0
112,0,0,0,351.5,95,108,17.58,275.8,146,4,3.21,1,1,0,0
84,0,0,0,130.2,105,60,23.63,305.4,74,6,3.78,2,0,1,0
189,0,1,38,256.7,98,120,12.79,123.0,87,3,3.08,3,0,1,0
52,0,0,0,155.0,110,104,11.34,176.1,84,4,1.89,4,1,1,0
71,0,0,0,290.4,108,92,21.58,263.3,126,5,2.73,3,1,0,1
95,0,0,0,69.4,79,109,16.22,219.9,102,5,2.4,0,0,1,0
86,0,1,25,126.4,97,118,16.12,233.6,97,2,3.24,1,0,1,0
166,0,0,0,274.3,110,109,4.5,246.1,119,5,2.94,0,0,0,0
153,0,0,0,202.2,132,78,13.51,111.4,98,4,2.32,2,0,1,0
103,0,1,37,230.7,112,116,27.15,299.4,77,3,2.13,2,0,1,0
199,0,1,34,230.6,121,99,18.65,299.3,94,2,2.16,0,0,1,0
78,0,0,0,131.4,98,95,16.14,147.4,83,2,3.02,2,0,1,0
80,0,0,0,105.8,110,88,3.73,189.6,87,5,3.54,0,0,1,0
132,0,0,0,206.2,100,118,17.95,196.2,122,6,2.75,1,0,0,0
110,0,0,0,158.6,97,123,17.37,182.5,123,3,3.05,2,0,0,1
80,0,0,0,203.7,92,97,18.39,154.2,66,5,2.05,2,0,0,1
77,0,0,0,230.0,87,138,8.77,309.6,136,3,3.05,2,0,0,0
138,0,0,0,182.0,101,119,17.03,208.9,131,3,3.62,4,0,0,0
115,0,0,0,109.7,148,87,19.02,240.3,96,8,4.16,3,0,0,1
97,0,1,32,183.4,94,120,22.87,203.5,38,4,1.81,5,0,1,0
82,0,0,0,125.7,96,137,17.65,183.1,103,2,3.48,1,0,0,0
69,0,0,0,195.1,91,57,22.23,203.8,90,5,3.08,0,0,0,1
137,0,0,0,208.8,120,100,19.15,221.6,130,5,3.0,0,0,0,0
166,1,1,28,175.8,126,76,21.56,128.5,72,5,3.08,1,0,1,0
106,0,0,0,128.6,83,114,11.39,210.6,113,2,3.08,0,0,1,0
106,0,0,0,187.1,104,117,21.27,144.9,81,3,2.97,1,0,1,0
127,0,1,28,235.6,124,113,20.13,241.2,127,2,2.08,1,0,1,0
80,0,1,34,243.4,96,115,8.7,217.8,95,3,3.29,1,0,1,0
110,0,0,0,74.5,117,98,17.07,192.2,101,7,2.65,3,0,0,0
121,0,0,0,215.6,74,98,16.4,144.0,103,4,2.73,5,0,0,0
127,0,0,0,239.8,107,121,10.96,249.9,110,5,3.05,1,0,0,1
100,0,0,0,152.7,98,73,18.05,264.5,90,3,2.13,2,0,0,1
123,0,0,0,236.2,135,88,23.28,227.0,77,6,2.73,2,1,0,0
53,0,0,0,119.7,113,84,16.12,256.2,108,7,3.48,2,0,1,0
6,0,0,0,183.6,117,72,21.82,178.6,79,2,2.75,1,0,0,1
91,0,1,37,162.3,107,115,19.88,277.4,94,4,2.48,0,0,0,1
115,0,1,29,222.6,81,109,16.18,201.2,87,2,3.11,1,0,0,1
108,0,0,0,291.6,99,93,18.79,229.2,110,9,3.78,2,1,1,0
120,0,0,0,158.0,110,103,16.75,154.9,132,5,2.7,1,0,0,1
47,0,1,28,112.2,70,106,13.16,166.7,105,2,2.86,0,0,0,0
44,0,0,0,288.8,86,87,14.95,215.4,106,2,2.57,0,1,0,0
77,0,0,0,239.2,114,115,12.75,160.8,81,2,2.78,5,0,1,0
116,0,0,0,119.0,94,110,12.27,199.7,65,5,2.38,2,0,1,0
57,0,0,0,202.0,100,90,14.36,231.8,119,4,0.92,1,0,1,0
165,0,1,33,111.6,140,111,18.13,267.6,115,3,4.32,0,0,1,0
86,0,1,38,123.0,158,119,11.38,138.2,103,4,3.59,1,0,1,0
121,0,0,0,103.3,110,82,10.97,167.1,113,3,2.89,0,0,1,0
154,0,0,0,191.4,93,119,17.46,205.7,121,3,2.75,3,0,1,0
175,0,0,0,185.0,104,86,27.69,85.4,105,2,3.94,1,0,1,0
183,0,1,31,171.2,104,74,16.46,196.5,85,4,2.75,1,0,1,0
60,0,0,0,229.5,91,67,13.4,162.4,76,3,3.56,2,0,1,0
124,0,0,0,191.3,134,113,22.23,182.3,111,3,2.7,1,0,0,1
91,0,0,0,93.5,110,79,18.13,171.7,83,4,2.4,4,1,1,0
129,0,0,0,198.4,91,106,22.5,111.4,101,2,2.48,2,0,1,0
45,0,1,26,91.7,104,119,12.8,63.3,103,5,2.08,1,0,0,1
85,0,0,0,234.5,113,116,20.17,122.7,110,3,3.48,4,0,1,0
88,0,0,0,202.2,86,93,18.43,239.4,99,2,3.19,2,0,1,0
126,0,1,24,58.9,125,90,25.97,158.9,73,6,3.27,0,0,0,0
73,0,0,0,159.0,123,95,19.83,178.9,155,3,4.1,2,0,0,1
121,1,1,44,254.1,127,108,15.32,196.2,129,4,2.35,3,0,1,0
133,0,0,0,176.8,92,97,15.94,196.8,88,3,1.76,2,0,0,1
65,0,1,23,224.2,106,100,16.12,222.8,75,4,2.65,0,0,1,0
121,0,0,0,190.7,103,117,15.6,220.8,103,4,2.65,3,0,0,1
100,0,0,0,160.3,138,92,18.81,150.4,120,2,3.02,0,0,1,0
96,0,0,0,170.5,86,88,23.59,162.5,117,6,3.29,1,0,0,0
78,1,0,0,236.8,141,101,22.55,152.4,77,2,2.57,1,1,1,0
63,0,0,0,211.7,107,77,23.09,203.3,108,7,2.0,0,0,0,0
73,0,1,26,131.2,98,97,9.05,221.7,96,6,2.75,2,0,0,0
113,0,0,0,215.6,96,127,16.44,105.4,115,3,3.65,1,0,1,0
102,0,1,31,125.3,92,108,12.0,168.2,68,2,1.7,3,0,1,0
49,0,0,0,119.4,69,92,23.23,214.4,153,7,3.35,2,0,0,1
124,0,0,0,178.3,102,120,19.98,239.7,119,1,2.94,3,0,1,0
99,0,1,31,244.1,71,58,17.29,234.0,115,4,2.08,3,0,1,0
65,0,0,0,211.3,120,122,13.82,134.7,118,5,3.56,3,0,1,0
93,0,0,0,131.9,91,92,17.32,205.6,121,3,1.84,1,0,1,0
95,0,0,0,88.0,81,109,12.4,237.7,90,2,2.65,2,0,0,1
173,0,0,0,291.8,143,134,18.22,151.2,119,2,2.67,0,1,0,1
27,0,0,0,72.7,75,117,17.73,65.8,71,3,2.67,1,0,0,1
117,0,0,0,134.7,121,83,15.3,200.9,104,3,2.08,1,0,1,0
82,0,0,0,130.0,110,88,15.75,178.7,105,4,2.24,0,0,1,0
42,0,1,34,131.5,143,109,15.75,177.3,117,5,2.94,0,0,0,0
129,0,0,0,157.0,113,97,21.84,185.5,126,2,3.27,2,0,1,0
123,0,0,0,154.3,107,111,15.56,54.0,134,8,2.94,0,0,0,0
196,0,0,0,133.1,80,120,17.55,221.6,96,8,2.78,1,0,1,0
163,0,1,40,231.9,56,91,18.0,268.5,74,3,3.32,2,0,0,0
115,0,0,0,80.8,81,91,16.63,190.1,66,6,3.16,1,0,0,0
109,1,0,0,159.6,136,126,12.84,142.1,53,4,1.97,4,1,0,1
131,0,0,0,210.1,97,96,15.07,130.2,136,1,3.59,0,1,1,0
146,1,0,0,111.1,126,95,26.64,215.7,82,6,2.84,1,0,1,0
120,0,0,0,137.3,100,129,18.04,152.7,92,2,2.84,1,0,1,0
42,0,0,0,166.8,138,78,18.05,194.7,70,9,3.35,2,0,0,1
131,0,0,0,196.1,89,87,15.77,250.0,132,6,1.4,2,0,1,0
142,1,0,0,160.6,101,125,17.17,221.7,100,2,2.38,1,1,0,0
55,0,1,20,207.7,91,113,16.97,216.5,110,1,1.97,1,0,1,0
121,0,0,0,168.9,128,99,10.53,266.3,105,7,0.78,2,0,1,0
73,0,0,0,137.6,113,75,15.27,172.8,71,2,2.89,1,1,1,0
119,0,0,0,133.4,102,71,17.39,196.9,103,7,3.0,1,0,1,0
106,0,0,0,114.4,104,101,6.66,232.7,78,0,0.0,2,0,1,0
25,0,0,0,242.6,69,117,17.77,219.7,82,6,3.89,2,0,0,1
113,0,0,0,92.6,85,92,15.1,159.8,72,4,3.89,3,0,0,1
169,0,0,0,100.8,112,69,19.55,193.6,95,2,2.57,0,0,1,0
87,0,0,0,223.2,109,86,10.84,289.3,83,4,3.92,3,0,0,1
79,1,0,0,300.4,113,93,17.92,173.4,121,3,3.21,2,1,0,1
162,0,0,0,70.7,108,87,13.39,154.8,82,3,2.46,4,1,1,0
101,0,0,0,232.7,114,123,15.84,153.3,122,6,3.11,5,0,1,0
116,0,0,0,146.4,123,113,15.01,212.6,102,5,2.11,1,0,0,0
70,0,0,0,177.4,125,104,19.23,254.1,72,4,2.94,0,0,1,0
129,0,1,27,196.6,89,95,15.35,245.0,83,5,1.78,1,0,0,1
114,0,0,0,155.3,75,87,14.44,207.0,133,5,3.4,2,0,1,0
120,0,0,0,221.3,106,98,22.75,111.5,80,7,2.51,0,0,1,0
96,0,1,33,183.3,115,87,17.12,177.4,84,15,2.81,3,0,1,0
120,0,0,0,253.2,95,86,17.92,253.9,81,4,2.57,5,1,1,0
125,0,0,0,143.2,80,94,7.49,233.2,135,7,2.38,4,1,0,1
99,0,0,0,130.4,121,103,18.69,84.1,85,3,2.65,2,0,0,0
91,0,0,0,153.0,123,127,11.99,171.5,76,15,2.78,1,1,1,0
137,0,0,0,223.6,86,139,20.81,94.2,81,7,2.57,0,0,0,1
131,0,0,0,175.1,73,116,14.61,131.1,94,6,1.97,1,0,1,0
95,0,0,0,269.0,120,120,19.86,179.3,61,4,1.97,2,1,1,0
85,0,0,0,201.4,52,104,19.5,252.5,106,3,3.24,1,0,0,0
79,0,1,17,167.9,114,93,20.71,211.9,114,2,2.46,1,0,1,0
79,0,0,0,222.3,99,82,12.43,275.6,82,4,2.4,3,0,1,0
158,0,0,0,123.3,115,91,11.08,243.7,119,3,3.02,3,0,1,0
57,0,1,25,144.0,81,112,15.91,158.6,122,6,2.3,3,0,0,1
85,0,1,27,196.4,139,90,23.88,89.3,75,4,3.73,1,0,0,0
140,0,0,0,125.3,84,121,14.25,260.6,94,4,2.27,1,0,1,0
98,0,0,0,161.0,117,113,16.23,227.7,113,4,3.27,4,0,0,0
59,0,1,46,200.1,44,78,10.71,146.3,123,5,2.86,1,0,1,0
140,0,0,0,191.8,67,52,22.19,252.7,112,3,2.92,6,0,1,0
150,1,0,0,114.8,156,78,11.5,218.4,98,4,4.21,1,1,0,1
42,0,0,0,137.9,160,107,19.97,166.6,70,3,3.86,5,1,1,0
59,0,0,0,128.7,85,121,14.43,207.3,98,4,2.84,3,0,1,0
51,0,0,0,95.3,103,116,16.09,238.7,110,4,3.67,1,0,0,1
89,0,0,0,144.2,74,119,14.0,279.2,121,7,3.27,4,1,0,0
100,0,0,0,278.0,76,74,15.02,219.5,126,4,2.24,0,1,0,1
36,0,0,0,195.5,77,108,13.29,217.8,133,2,1.97,1,0,0,1
153,0,0,0,185.3,127,73,17.68,206.1,124,3,4.08,1,0,0,0
70,0,0,0,213.4,86,77,17.4,256.6,101,4,1.54,1,0,1,0
132,0,0,0,121.5,88,124,21.51,195.7,120,4,2.89,1,0,0,1
83,0,1,37,133.1,117,89,14.57,218.1,92,4,2.94,3,0,0,1
42,0,0,0,269.9,99,76,3.21,166.6,139,1,3.73,1,0,0,0
100,0,1,38,224.7,121,131,24.99,290.0,61,6,2.65,0,0,0,1
72,0,0,0,168.3,76,126,18.05,200.2,132,3,3.24,2,0,0,1
105,0,0,0,193.7,108,124,15.57,293.7,72,5,2.92,1,0,1,0
116,0,0,0,137.4,126,94,10.2,130.3,64,2,3.35,3,0,0,1
125,0,1,32,96.5,109,109,12.39,174.4,82,2,2.54,1,0,0,0
81,0,0,0,190.9,92,132,17.74,120.8,98,6,3.08,1,0,0,0
76,0,0,0,272.7,97,95,20.09,235.5,105,2,2.08,0,1,1,0
107,0,0,0,241.9,102,117,10.79,185.6,92,6,3.16,0,0,1,0
76,0,1,12,98.4,100,119,15.94,177.0,68,3,4.08,1,0,0,0
158,0,0,0,222.8,101,128,17.26,210.6,106,2,1.86,2,0,1,0
113,1,0,0,122.2,112,94,11.19,169.5,106,9,2.78,5,1,1,0
65,0,0,0,182.5,58,93,17.16,189.1,97,5,2.32,1,0,0,0
114,1,1,28,136.4,93,90,14.45,191.5,73,4,3.94,2,1,0,1
152,0,0,0,197.1,126,76,11.06,78.1,100,4,2.0,3,0,1,0
78,0,1,21,160.6,85,79,18.96,124.0,92,1,2.57,2,0,1,0
156,0,0,0,150.5,106,112,13.0,215.9,86,3,0.95,1,0,0,0
1,0,1,26,69.7,84,79,21.28,230.2,122,3,2.24,2,0,0,1
190,0,0,0,196.1,95,88,19.41,243.6,95,3,2.05,3,0,1,0
96,0,0,0,197.7,68,53,21.29,181.2,67,3,2.84,3,0,0,0
150,0,0,0,146.3,133,95,17.23,234.7,103,3,3.54,1,0,1,0
81,0,0,0,166.2,102,112,18.5,220.2,68,2,3.56,4,0,0,0
112,0,0,0,335.5,77,109,18.06,265.0,132,8,3.43,2,1,1,0
85,0,0,0,116.9,75,109,15.58,307.4,119,8,2.7,2,0,1,0
155,1,0,0,176.1,88,84,20.78,189.9,99,1,3.02,2,1,1,0
146,0,0,0,138.4,104,122,13.51,47.4,73,9,1.05,4,1,0,1
110,1,0,0,293.3,79,90,16.02,266.9,91,4,3.92,0,1,1,0
87,0,1,33,125.0,99,81,20.0,215.3,95,7,2.75,2,0,1,0
119,1,1,32,173.0,101,93,17.8,231.1,91,4,3.29,0,0,1,0
82,0,1,29,163.8,77,112,11.47,79.3,95,2,2.38,2,0,1,0
80,0,0,0,220.0,114,76,17.65,168.4,137,3,3.27,2,0,1,0
99,0,1,33,179.1,93,102,20.26,165.7,96,1,2.86,2,0,1,0
67,0,0,0,124.0,77,95,18.89,151.2,111,2,3.54,0,0,1,0
130,0,0,0,204.5,88,85,15.16,229.6,78,8,3.4,0,0,1,0
42,0,0,0,171.0,129,96,15.63,130.2,90,6,1.24,0,0,1,0
137,0,0,0,203.1,97,76,11.22,250.9,94,4,2.48,4,0,0,1
160,0,1,33,137.0,100,82,17.3,218.7,64,4,1.57,2,0,0,1
60,1,1,29,265.9,113,94,18.34,108.1,82,12,3.78,0,1,0,0
101,0,0,0,231.3,87,88,19.1,214.6,69,7,1.94,1,0,1,0
120,0,0,0,180.8,93,82,16.16,192.3,66,7,2.84,2,0,0,0
161,0,0,0,332.9,67,97,27.01,160.6,128,9,1.46,4,1,1,0
140,0,1,24,235.4,92,71,13.68,211.9,99,2,2.4,3,0,0,0
150,0,1,28,174.4,75,80,14.44,201.6,130,4,2.97,1,0,1,0
120,0,1,28,215.8,123,76,24.24,192.1,78,3,1.86,1,0,0,0
81,0,1,17,145.7,89,70,17.25,212.4,92,5,2.57,1,0,1,0
57,0,1,30,179.2,105,83,24.07,228.1,77,5,3.97,1,0,1,0
100,0,0,0,254.2,97,88,22.27,256.3,82,6,3.67,0,1,0,1
58,0,0,0,174.4,112,122,22.59,182.4,87,0,0.0,4,0,0,0
80,0,0,0,197.6,83,86,13.98,94.0,98,6,1.73,1,0,1,0
112,0,0,0,170.5,113,129,16.42,188.0,91,6,3.02,0,0,1,0
103,0,0,0,160.2,104,70,11.81,312.5,97,2,2.62,0,0,0,1
139,0,0,0,203.2,81,99,12.96,197.8,76,3,2.62,2,0,0,1
164,0,1,30,238.8,100,121,19.55,206.3,66,8,3.56,1,0,0,1
77,0,0,0,196.6,87,103,10.0,124.9,100,3,3.08,2,0,0,0
131,0,1,24,135.9,60,78,19.82,210.6,121,4,2.54,1,0,1,0
93,0,0,0,141.7,95,100,18.79,227.1,71,3,2.75,0,0,1,0
133,0,0,0,162.1,91,94,18.03,260.4,78,5,3.29,1,0,0,0
73,0,0,0,214.2,90,78,16.73,157.9,112,8,1.59,0,0,1,0
48,0,1,34,198.0,70,121,23.26,217.9,71,4,2.05,1,0,1,0
98,0,1,29,179.9,97,89,16.08,164.3,76,7,3.46,3,0,1,0
87,0,0,0,322.5,106,93,17.39,186.2,128,4,2.54,2,1,0,0
85,0,0,0,232.1,130,75,12.81,253.9,77,3,3.51,0,0,0,1
65,0,0,0,158.8,53,132,16.02,189.3,87,4,2.65,2,0,0,1
72,0,1,38,84.3,116,127,22.71,167.7,75,6,2.24,4,1,1,0
86,0,0,0,136.4,104,110,17.21,230.7,86,1,3.11,3,0,1,0
73,0,0,0,234.7,102,110,16.63,253.4,71,8,2.27,2,0,0,1
81,0,0,0,153.5,99,102,16.8,198.5,86,2,1.7,2,0,1,0
155,0,0,0,214.2,121,68,16.96,216.8,132,10,3.16,3,0,0,0
105,1,0,0,228.4,100,108,12.33,245.3,140,7,2.08,0,0,1,0
106,0,0,0,158.7,74,139,5.47,198.5,103,4,2.75,1,0,0,0
152,0,1,39,243.1,137,103,20.12,191.2,118,3,2.67,1,0,0,0
67,0,1,28,95.0,94,73,24.75,159.6,114,2,2.7,2,0,1,0
77,1,0,0,132.9,86,121,14.29,196.3,102,3,2.11,0,0,1,0
55,0,0,0,203.7,80,112,19.57,120.3,48,1,2.54,3,0,1,0
94,0,0,0,137.5,118,88,17.27,150.0,131,2,3.62,0,0,1,0
126,0,1,27,186.2,78,83,16.12,76.5,139,3,2.59,2,0,0,0
141,0,0,0,138.2,94,84,14.99,182.9,110,6,3.0,3,0,0,1
161,1,0,0,194.2,106,105,21.2,254.9,129,1,3.48,1,1,0,1
119,1,1,16,147.2,103,96,13.61,184.0,120,2,2.08,0,1,0,0
25,0,0,0,264.9,80,66,23.9,166.1,80,4,2.27,1,1,0,0
127,0,0,0,96.0,117,68,15.05,162.2,127,4,2.62,3,0,0,1
118,0,1,31,226.6,99,136,14.02,189.3,120,5,2.75,3,0,0,1
88,0,0,0,73.3,86,82,13.72,239.6,76,3,2.21,4,1,0,1
135,0,1,28,201.4,100,117,20.95,154.8,131,4,3.48,2,1,0,1
80,0,0,0,206.3,97,98,13.17,263.6,82,12,3.35,0,0,0,1
78,0,0,0,75.0,116,87,21.14,176.0,83,6,2.57,3,0,0,0
132,0,1,33,157.9,84,109,13.93,215.4,87,3,3.11,3,0,0,1
201,0,1,21,192.0,97,81,20.32,116.1,125,3,4.08,1,0,1,0
83,0,0,0,182.5,85,114,15.43,199.1,110,6,3.97,1,0,1,0
108,0,0,0,73.8,105,114,12.19,170.2,98,3,2.94,2,0,0,0
48,0,0,0,149.2,146,109,13.76,197.9,109,2,2.24,3,0,0,1
70,0,0,0,232.1,122,112,24.85,201.2,112,0,0.0,3,0,0,0
111,0,0,0,99.3,112,136,22.99,225.3,94,6,2.43,3,0,0,0
101,1,0,0,156.4,116,114,11.08,207.3,109,5,1.97,1,0,1,0
112,0,0,0,135.1,112,85,19.24,115.2,108,6,3.0,1,0,0,0
85,0,0,0,142.7,82,106,15.22,141.4,88,8,1.35,3,0,0,0
139,0,1,20,214.6,101,132,19.98,162.8,132,12,4.0,0,0,1,0
109,0,0,0,184.1,143,105,17.99,243.0,116,2,2.67,1,0,1,0
21,0,0,0,197.6,105,88,17.54,169.6,143,2,2.59,3,0,0,1
170,0,0,0,222.8,82,105,12.6,231.1,75,5,3.59,1,0,1,0
82,0,0,0,194.7,105,100,17.93,236.9,143,3,3.13,3,0,1,0
102,0,1,45,129.2,142,114,20.35,223.4,66,4,2.35,0,0,0,1
166,0,1,26,152.1,114,67,7.59,194.6,111,6,2.03,0,0,1,0
62,0,0,0,281.0,66,108,13.65,77.9,74,0,0.0,1,0,1,0
43,0,0,0,165.8,96,105,11.22,323.2,62,6,2.89,0,0,1,0
149,0,0,0,217.7,91,74,23.25,226.9,99,3,2.59,3,0,0,1
117,0,1,31,104.9,115,125,20.2,263.4,104,6,2.08,3,0,1,0
171,0,0,0,262.1,78,113,14.59,208.7,100,3,1.43,0,0,1,0
100,1,0,0,156.3,82,91,22.05,143.7,93,7,2.24,5,0,1,0
113,0,0,0,215.9,93,85,20.41,156.7,123,5,1.32,3,0,1,0
96,0,1,45,248.8,124,77,11.93,263.6,102,2,2.78,3,0,1,0
106,0,0,0,147.9,97,99,17.79,162.1,80,5,2.38,2,0,1,0
194,0,1,42,203.7,109,125,16.4,318.0,81,16,2.92,3,0,0,0
122,0,0,0,157.1,134,122,15.72,197.2,59,5,2.3,4,1,0,1
121,0,0,0,273.8,96,106,22.36,201.5,83,3,2.92,1,1,1,0
102,0,0,0,143.7,82,83,14.53,310.9,112,1,2.65,2,0,0,1
201,0,0,0,225.9,110,86,25.42,251.3,81,4,3.02,1,1,1,0
126,0,1,31,278.0,88,65,21.52,223.2,114,4,2.35,0,0,1,0
110,0,0,0,162.0,81,89,21.04,155.5,99,8,2.4,0,0,0,0
85,1,0,0,216.0,73,117,16.0,147.1,98,7,0.97,2,0,0,1
61,0,0,0,188.9,105,116,13.06,213.3,106,2,2.75,2,0,1,0
50,0,1,39,147.3,75,74,20.81,216.9,101,3,3.56,2,0,0,1
63,0,0,0,117.1,118,90,21.22,162.2,84,4,3.0,3,0,0,0
120,1,0,0,179.9,72,98,14.45,190.6,89,2,3.73,1,1,0,0
80,0,0,0,195.6,111,122,18.83,182.0,89,1,2.92,1,0,1,0
114,0,1,34,154.4,109,142,18.82,208.5,103,5,2.78,0,0,1,0
144,0,1,33,251.6,87,118,16.8,209.2,97,3,3.29,2,0,1,0
36,0,1,29,281.4,102,76,17.19,187.2,113,6,2.43,2,0,0,1
24,0,0,0,149.0,73,81,11.14,238.6,69,3,2.32,2,1,0,0
86,0,0,0,166.2,112,81,21.7,228.1,97,7,1.46,1,0,1,0
71,0,0,0,212.1,114,91,20.05,207.7,135,5,3.05,4,0,1,0
189,0,0,0,227.8,124,112,14.41,201.1,91,4,1.51,3,0,1,0
64,0,1,31,228.6,88,109,21.12,167.1,124,1,2.43,3,0,0,0
89,0,0,0,86.0,105,102,18.32,185.7,83,3,2.21,3,0,0,1
94,0,0,0,190.4,91,107,7.82,224.8,108,17,3.67,2,0,1,0
109,0,0,0,154.8,82,109,24.45,208.4,80,9,1.59,3,0,0,1
92,1,0,0,173.1,140,105,20.43,233.2,117,5,2.43,1,0,1,0
90,0,1,27,156.7,51,118,20.1,123.2,111,6,3.4,2,0,0,0
95,0,0,0,198.9,101,91,17.82,145.3,55,4,3.08,1,0,1,0
161,0,0,0,154.7,84,125,15.11,172.9,90,2,1.59,4,1,0,0
114,0,1,31,222.8,98,105,15.34,151.3,101,4,3.51,0,0,1,0
99,0,0,0,214.9,103,121,18.56,272.6,110,3,2.59,2,0,0,1
81,0,0,0,192.4,79,106,18.08,244.8,83,5,2.24,1,0,0,1
132,0,0,0,164.0,112,80,20.71,155.5,122,4,2.75,1,0,1,0
153,0,1,22,167.7,104,91,20.98,203.9,117,11,2.03,1,0,1,0
125,0,0,0,203.4,110,97,10.94,190.5,113,4,2.97,1,0,1,0
127,0,0,0,241.7,115,96,12.03,170.7,94,5,1.22,2,0,0,1
54,1,0,0,236.3,91,130,12.99,160.3,98,8,3.02,3,0,0,1
130,0,0,0,203.9,63,93,16.3,132.5,125,4,3.27,3,0,0,1
35,0,1,23,194.6,106,132,16.98,189.6,88,7,2.73,4,0,0,1
48,0,0,0,128.2,71,78,4.09,116.3,80,3,2.4,0,0,0,1
72,0,0,0,141.9,98,63,15.99,115.2,49,5,3.24,2,0,1,0
124,0,0,0,244.6,91,70,10.63,303.4,104,5,3.24,0,0,0,0
74,0,0,0,157.1,95,36,18.11,280.4,77,3,2.05,2,0,0,0
106,0,0,0,186.2,97,89,21.9,164.3,106,4,2.97,2,0,0,0
146,0,1,11,180.7,82,90,14.76,231.5,89,4,2.73,2,0,1,0
135,0,1,38,202.6,92,93,14.42,185.8,108,6,3.21,4,0,0,0
56,0,0,0,222.9,100,110,12.34,170.6,129,8,1.51,1,0,1,0
95,0,0,0,142.5,109,107,14.97,189.6,88,3,2.21,2,0,0,1
88,0,0,0,274.6,105,121,13.69,194.4,123,4,2.48,2,0,0,0
79,0,1,27,192.3,125,108,12.52,215.0,97,4,2.11,1,0,0,0
130,0,1,12,141.9,92,102,19.46,195.1,101,5,2.35,0,0,1,0
140,0,0,0,149.8,134,98,13.97,294.7,124,2,2.19,1,0,0,0
86,0,0,0,176.3,79,97,22.03,287.4,78,3,1.67,0,0,0,1
137,0,0,0,144.5,119,89,14.22,175.1,76,4,1.65,5,1,1,0
100,0,0,0,96.5,86,133,17.87,146.4,106,3,3.38,1,1,1,0
54,1,0,0,214.1,77,94,20.44,188.9,75,3,2.73,1,0,1,0
122,0,0,0,126.0,89,95,12.5,280.2,97,4,1.51,0,0,1,0
52,0,1,32,130.1,68,77,21.01,289.4,87,5,3.65,2,0,1,0
115,0,0,0,139.3,89,95,16.35,151.0,75,3,2.51,7,1,1,0
121,0,1,31,237.1,63,117,17.48,196.7,85,5,2.73,4,0,0,0
92,0,0,0,157.7,101,100,25.38,216.9,99,3,3.73,1,0,1,0
84,0,0,0,225.9,86,105,23.43,201.4,108,3,3.86,3,1,1,0
